method,dataset,known_cls_ratio,labeled_ratio,cluster_num_factor,seed,K,ACC,H-Score,K-ACC,N-ACC,ARI,NMI,args
TAN,news,0.5,0.1,1.0,2025.0,56.74,51.62,73.22,39.86,45.7,63.0,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_news_0.5_0.1_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 500, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""news"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.5, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.1, ""gpu_id"": ""2"", ""train_batch_size"": 8, ""pretrain_batch_size"": 16, ""eval_batch_size"": 32, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
TAN,hwu,0.75,0.1,1.0,2025.0,69.77,50.18,78.53,36.87,57.28,81.05,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_hwu_0.75_0.1_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 55, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""hwu"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.75, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.1, ""gpu_id"": ""3"", ""train_batch_size"": 256, ""pretrain_batch_size"": 32, ""eval_batch_size"": 64, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
GeoID,20NG,0.75,1.0,1.0,2025.0,100.0,100.0,100.0,100.0,100.0,100.0,"{""data_dir"": ""data"", ""cluster_num_factor"": 1.0, ""save_results_path"": ""results/gcd/geoid"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""tokenizer"": ""./pretrained_models/bert-base-uncased"", ""cluster_temperature"": 1.0, ""feat_dim"": 512, ""warmup_proportion"": 0.2, ""save_model_path"": ""outputs/gcd/geoid/models"", ""dataset"": ""20NG"", ""known_cls_ratio"": 0.75, ""seed"": 2025, ""method"": ""GeoID"", ""labeled_ratio"": 1.0, ""rtr_prob"": 0.25, ""pretrain_batch_size"": 16, ""train_batch_size"": 16, ""eval_batch_size"": 32, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""num_warm_epochs"": 20.0, ""lr_pre"": 5e-05, ""lr"": 0.001, ""lambda_v"": 3.0, ""temp"": 0.07, ""view_strategy"": ""rtr"", ""update_per_epoch"": 5, ""report_pretrain"": true, ""topk"": 64, ""grad_clip"": 1.0, ""fold_num"": 5, ""fold_idx"": 4, ""max_seq_length"": 512, ""es_metric"": ""ACC"", ""es_patience"": 10, ""es_min_delta"": 0.0, ""config"": ""configs/gcd/geoid.yaml"", ""disable_pretrain"": false}",0.0
TAN,stackoverflow,0.75,0.1,1.0,2025.0,75.76,65.21,83.12,53.65,59.33,66.25,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_stackoverflow_0.75_0.1_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 45, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""stackoverflow"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.75, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.1, ""gpu_id"": ""6"", ""train_batch_size"": 256, ""pretrain_batch_size"": 32, ""eval_batch_size"": 64, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
DPN,20NG,0.75,1.0,1.0,2025.0,100.0,100.0,100.0,100.0,100.0,100.0,"{""data_dir"": ""data"", ""pretrain_dir"": ""outputs/gcd/dpn/premodels"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 512, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""20NG"", ""momentum_factor"": 0.9, ""temperature"": 0.07, ""known_cls_ratio"": 0.75, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 1.0, ""gpu_id"": ""6"", ""train_batch_size"": 16, ""pretrain_batch_size"": 16, ""eval_batch_size"": 32, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 5e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 4, ""gamma"": 90.0, ""save_results_path"": ""results/gcd/dpn"", ""method"": ""DPN"", ""config"": ""configs/gcd/dpn.yaml""}",0.0
TAN,TREC,0.75,0.1,1.0,2025.0,65.31,51.88,69.64,41.33,60.39,76.83,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_TREC_0.75_0.1_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 40, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""TREC"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.75, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.1, ""gpu_id"": ""6"", ""train_batch_size"": 256, ""pretrain_batch_size"": 32, ""eval_batch_size"": 64, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
TAN,clinc,0.75,0.1,1.0,2025.0,79.02,58.29,91.31,42.81,72.03,91.78,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_clinc_0.75_0.1_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 30, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""clinc"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.75, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.1, ""gpu_id"": ""4"", ""train_batch_size"": 256, ""pretrain_batch_size"": 32, ""eval_batch_size"": 64, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
TAN,20NG,0.75,1.0,1.0,2025.0,99.93,99.86,100.0,99.72,99.88,99.88,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_20NG_0.75_1.0_fold4_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 512, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""20NG"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.75, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 1.0, ""gpu_id"": ""3"", ""train_batch_size"": 16, ""pretrain_batch_size"": 16, ""eval_batch_size"": 32, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 4, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
LOOP,thucnews,0.75,0.1,1.0,2025.0,85.3,76.85,93.27,65.35,76.09,82.62,"{""data_dir"": ""data"", ""api_key"": ""YOUR_API_KEY"", ""api_base"": ""https://uni-api.cstcloud.cn/v1"", ""llm_model_name"": ""deepseek-v3:671b"", ""save_results_path"": ""results/gcd/loop"", ""bert_model"": ""./pretrained_models/bert-base-chinese"", ""tokenizer"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 256, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""gpu_id"": ""3"", ""save_premodel"": true, ""save_model"": true, ""disable_pretrain"": false, ""save_model_path"": ""outputs/gcd/loop/model_thucnews_0.75_0.1_fold3_seed2025"", ""dataset"": ""thucnews"", ""known_cls_ratio"": 0.75, ""seed"": 2025, ""method"": ""LOOP"", ""labeled_ratio"": 0.1, ""rtr_prob"": 0.25, ""pretrain_batch_size"": 16, ""train_batch_size"": 8, ""eval_batch_size"": 32, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 5e-05, ""lr"": 1e-05, ""temp"": 0.07, ""view_strategy"": ""rtr"", ""update_per_epoch"": 5, ""report_pretrain"": false, ""topk"": 500, ""grad_clip"": 1, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs"", ""pretrain_dir"": ""outputs/gcd/loop/premodel_thucnews_0.75_0.1_fold3_seed2025/premodel_thucnews_0.75_2025"", ""es_metric"": ""NMI"", ""es_patience"": 5, ""es_min_delta"": 0.1, ""config"": ""configs/gcd/loop.yaml"", ""cluster_num_factor"": 1, ""num_labeled_examples"": 500}",0.0
LOOP,DBPedia,0.75,1.0,1.0,2025.0,88.35,81.01,93.12,71.69,86.15,95.57,"{""data_dir"": ""data"", ""api_key"": ""YOUR_API_KEY"", ""api_base"": ""https://uni-api.cstcloud.cn/v1"", ""llm_model_name"": ""deepseek-v3:671b"", ""save_results_path"": ""results/gcd/loop"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""tokenizer"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 256, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""gpu_id"": ""1"", ""save_premodel"": true, ""save_model"": true, ""disable_pretrain"": false, ""save_model_path"": ""outputs/gcd/loop/model_DBPedia_0.75_1.0_fold4_seed2025"", ""dataset"": ""DBPedia"", ""known_cls_ratio"": 0.75, ""seed"": 2025, ""method"": ""LOOP"", ""labeled_ratio"": 1.0, ""rtr_prob"": 0.25, ""pretrain_batch_size"": 16, ""train_batch_size"": 16, ""eval_batch_size"": 32, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 5e-05, ""lr"": 1e-05, ""temp"": 0.07, ""view_strategy"": ""rtr"", ""update_per_epoch"": 5, ""report_pretrain"": false, ""topk"": 200, ""grad_clip"": 1, ""fold_num"": 5, ""fold_idx"": 4, ""output_dir"": ""./outputs"", ""pretrain_dir"": ""outputs/gcd/loop/premodel_DBPedia_0.75_1.0_fold4_seed2025/premodel_DBPedia_0.75_2025"", ""es_metric"": ""NMI"", ""es_patience"": 5, ""es_min_delta"": 0.1, ""config"": ""configs/gcd/loop.yaml"", ""cluster_num_factor"": 1, ""num_labeled_examples"": 5435}",0.0
TAN,banking,0.25,0.5,1.0,2025.0,51.56,54.31,90.53,38.79,40.67,71.23,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_banking_0.25_0.5_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 55, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""banking"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.25, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.5, ""gpu_id"": ""4"", ""train_batch_size"": 256, ""pretrain_batch_size"": 32, ""eval_batch_size"": 64, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
SDC,DBPedia,0.75,1.0,1.0,2025.0,81.1,82.39,78.7,86.45,74.7,92.68,"{""dataset"": ""DBPedia"", ""known_cls_ratio"": 0.75, ""cluster_num_factor"": 1.0, ""data_dir"": ""./data"", ""save_results_path"": ""./results/gcd/sdc"", ""pretrain_dir"": ""outputs/gcd/sdc/premodels/DBPedia_0.75_1.0_fold4_seed2025"", ""train_dir"": ""outputs/gcd/sdc/models/DBPedia_0.75_1.0_fold4_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 256, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""save_results"": false, ""freeze_bert_parameters"": false, ""save_model"": true, ""pretrain"": false, ""beta"": 0.05, ""seed"": 2025, ""rtr_prob"": 0.25, ""labeled_ratio"": 1.0, ""gpu_id"": ""5"", ""train_batch_size"": 16, ""pretrain_batch_size"": 16, ""eval_batch_size"": 32, ""pre_wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 5e-05, ""lr"": 5e-05, ""num_iters_sk"": 3, ""epsilon_sk"": 0.05, ""imb_factor"": 1, ""fold_num"": 5, ""fold_idx"": 4, ""es_patience"": 10, ""es_min_delta"": 0.0, ""es_metric"": ""eval_acc"", ""config"": ""configs/gcd/sdc.yaml"", ""model_file_dir"": ""outputs/gcd/sdc/models/DBPedia_0.75_1.0_fold4_seed2025"", ""model_file"": ""outputs/gcd/sdc/models/DBPedia_0.75_1.0_fold4_seed2025/premodel.pth"", ""method"": ""SDC""}",0.0
DeepAligned,thucnews,0.75,0.1,1.0,2025.0,76.04,65.66,85.06,53.47,64.21,75.7,"{""data_dir"": ""data"", ""save_results_path"": ""results/gcd/deepaligned"", ""pretrain_dir"": ""outputs/gcd/deepaligned/premodels"", ""bert_model"": ""./pretrained_models/bert-base-chinese"", ""max_seq_length"": 500, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""thucnews"", ""known_cls_ratio"": 0.75, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""method"": ""DeepAligned"", ""labeled_ratio"": 0.1, ""gpu_id"": ""2"", ""train_batch_size"": 16, ""eval_batch_size"": 32, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 5e-05, ""lr"": 5e-05, ""fold_num"": 5, ""fold_idx"": 3, ""config"": ""configs/gcd/deepaligned.yaml""}",0.0
DeepAligned,clinc,0.25,0.5,1.0,2025.0,75.56,78.45,86.32,71.9,67.68,90.02,"{""data_dir"": ""data"", ""save_results_path"": ""results/gcd/deepaligned"", ""pretrain_dir"": ""outputs/gcd/deepaligned/premodels"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 30, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""clinc"", ""known_cls_ratio"": 0.25, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""method"": ""DeepAligned"", ""labeled_ratio"": 0.5, ""gpu_id"": ""4"", ""train_batch_size"": 128, ""eval_batch_size"": 64, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 5e-05, ""lr"": 5e-05, ""fold_num"": 5, ""fold_idx"": 3, ""config"": ""configs/gcd/deepaligned.yaml""}",0.0
TAN,mcid,0.25,0.5,1.0,2025.0,42.6,43.3,80.95,29.55,21.7,45.7,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_mcid_0.25_0.5_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 55, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""mcid"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.25, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.5, ""gpu_id"": ""4"", ""train_batch_size"": 256, ""pretrain_batch_size"": 32, ""eval_batch_size"": 64, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
TAN,clinc,0.25,0.5,1.0,2025.0,59.96,64.02,91.93,49.11,49.52,83.23,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_clinc_0.25_0.5_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 30, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""clinc"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.25, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.5, ""gpu_id"": ""3"", ""train_batch_size"": 256, ""pretrain_batch_size"": 32, ""eval_batch_size"": 64, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
TAN,stackoverflow,0.25,0.5,1.0,2025.0,45.8,47.02,86.25,32.32,28.81,41.68,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_stackoverflow_0.25_0.5_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 45, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""stackoverflow"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.25, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.5, ""gpu_id"": ""6"", ""train_batch_size"": 256, ""pretrain_batch_size"": 32, ""eval_batch_size"": 64, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
TAN,20NG,0.75,0.1,1.0,2025.0,99.13,98.36,99.74,97.02,98.52,98.88,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_20NG_0.75_0.1_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 512, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""20NG"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.75, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.1, ""gpu_id"": ""7"", ""train_batch_size"": 16, ""pretrain_batch_size"": 16, ""eval_batch_size"": 32, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
TAN,hwu,0.25,0.5,1.0,2025.0,44.19,44.27,80.5,30.53,30.51,65.91,"{""data_dir"": ""./data"", ""pretrain_dir"": ""./outputs/gcd/tan/premodel_hwu_0.25_0.5_fold3_seed2025"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 55, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""freeze_bert_parameters"": true, ""save_model"": true, ""pretrain"": true, ""dataset"": ""hwu"", ""beta"": 100.0, ""topk"": 5.0, ""alpha"": 0.8, ""temperature"": 0.07, ""known_cls_ratio"": 0.25, ""cluster_num_factor"": 1.0, ""seed"": 2025, ""labeled_ratio"": 0.5, ""gpu_id"": ""2"", ""train_batch_size"": 256, ""pretrain_batch_size"": 32, ""eval_batch_size"": 64, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 1e-05, ""lr"": 1e-05, ""fold_num"": 5, ""fold_idx"": 3, ""output_dir"": ""./outputs/gcd/tan"", ""save_results_path"": ""./results/gcd/tan"", ""es_metric"": ""sum"", ""es_patience"": 8, ""es_min_delta"": 0.1, ""save_best"": true, ""config"": ""configs/gcd/tan.yaml""}",0.0
GeoID,DBPedia,0.75,1.0,1.0,2025.0,87.7,79.73,92.8,69.89,85.64,95.49,"{""data_dir"": ""data"", ""cluster_num_factor"": 1.0, ""save_results_path"": ""results/gcd/geoid"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""tokenizer"": ""./pretrained_models/bert-base-uncased"", ""cluster_temperature"": 1.0, ""feat_dim"": 512, ""warmup_proportion"": 0.2, ""save_model_path"": ""outputs/gcd/geoid/models"", ""dataset"": ""DBPedia"", ""known_cls_ratio"": 0.75, ""seed"": 2025, ""method"": ""GeoID"", ""labeled_ratio"": 1.0, ""rtr_prob"": 0.25, ""pretrain_batch_size"": 16, ""train_batch_size"": 16, ""eval_batch_size"": 32, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""num_warm_epochs"": 20.0, ""lr_pre"": 5e-05, ""lr"": 0.001, ""lambda_v"": 3.0, ""temp"": 0.07, ""view_strategy"": ""rtr"", ""update_per_epoch"": 5, ""report_pretrain"": true, ""topk"": 64, ""grad_clip"": 1.0, ""fold_num"": 5, ""fold_idx"": 4, ""max_seq_length"": 256, ""es_metric"": ""ACC"", ""es_patience"": 10, ""es_min_delta"": 0.0, ""config"": ""configs/gcd/geoid.yaml"", ""disable_pretrain"": false}",0.0
LOOP,news,0.75,1.0,1.0,2025.0,70.91,49.05,83.27,34.76,60.36,74.33,"{""data_dir"": ""data"", ""api_key"": ""YOUR_API_KEY"", ""api_base"": ""https://uni-api.cstcloud.cn/v1"", ""llm_model_name"": ""deepseek-v3:671b"", ""save_results_path"": ""results/gcd/loop"", ""bert_model"": ""./pretrained_models/bert-base-uncased"", ""tokenizer"": ""./pretrained_models/bert-base-uncased"", ""max_seq_length"": 256, ""feat_dim"": 768, ""warmup_proportion"": 0.1, ""gpu_id"": ""5"", ""save_premodel"": true, ""save_model"": true, ""disable_pretrain"": false, ""save_model_path"": ""outputs/gcd/loop/model_news_0.75_1.0_fold4_seed2025"", ""dataset"": ""news"", ""known_cls_ratio"": 0.75, ""seed"": 2025, ""method"": ""LOOP"", ""labeled_ratio"": 1.0, ""rtr_prob"": 0.25, ""pretrain_batch_size"": 16, ""train_batch_size"": 8, ""eval_batch_size"": 32, ""wait_patient"": 20, ""num_pretrain_epochs"": 100.0, ""num_train_epochs"": 50.0, ""lr_pre"": 5e-05, ""lr"": 1e-05, ""temp"": 0.07, ""view_strategy"": ""rtr"", ""update_per_epoch"": 5, ""report_pretrain"": false, ""topk"": 500, ""grad_clip"": 1, ""fold_num"": 5, ""fold_idx"": 4, ""output_dir"": ""./outputs"", ""pretrain_dir"": ""outputs/gcd/loop/premodel_news_0.75_1.0_fold4_seed2025/premodel_news_0.75_2025"", ""es_metric"": ""NMI"", ""es_patience"": 5, ""es_min_delta"": 0.1, ""config"": ""configs/gcd/loop.yaml"", ""cluster_num_factor"": 1, ""num_labeled_examples"": 5162}",0.0
