Metric,KCR,Method,20NG,THUCNews,Yahoo,TREC,BANK,S.O.,CLINC,HWU,ECDT,M-CID,DBPedia,X-Topic,Avg.
ACC,0.25,LLM-MaxLogit,90.50,85.02,77.16,84.76,86.74,91.88,94.16,87.43,88.66,80.09,91.93,61.97,85.02
ACC,0.5,DOC,83.65,63.67,58.56,73.88,76.63,72.28,84.58,75.21,50.34,74.14,73.06,53.40,69.95
ACC,0.5,DeepUNK,95.93,35.82,56.46,65.35,71.85,75.71,79.34,78.31,50.49,72.69,50.92,47.48,65.03
ACC,0.5,ADB,82.34,83.90,47.55,78.82,79.68,87.07,86.93,75.29,83.10,74.44,82.58,32.73,74.54
ACC,0.5,SCL,69.66,50.77,40.29,70.60,57.85,61.12,73.85,54.28,9.64,71.36,54.76,58.21,56.03
ACC,0.5,AB,60.96,38.38,50.62,46.02,65.10,67.30,74.50,70.54,52.64,64.58,61.56,47.20,58.28
ACC,0.5,KNNCon,89.75,72.20,49.26,69.51,67.84,75.35,81.59,67.40,80.66,68.85,71.43,45.48,69.94
ACC,0.5,DyEn,97.78,71.86,42.84,70.23,70.33,65.49,82.04,63.15,81.72,74.66,72.17,34.38,68.89
ACC,0.5,LLM-MaxSoftmax,59.97,56.13,58.79,60.16,57.71,55.73,62.23,57.75,65.97,59.52,65.59,41.41,58.41
ACC,0.5,LLM-OpenMax,92.63,81.24,42.48,82.12,78.04,80.48,86.95,79.01,78.03,73.84,73.62,52.84,75.11
ACC,0.5,LLM-TempScale,59.97,56.13,58.18,60.16,57.71,55.97,62.24,57.75,65.06,59.27,65.93,40.36,58.23
ACC,0.5,LLM-Energy,98.08,85.78,66.63,84.08,82.03,86.34,90.45,83.45,77.71,74.26,86.12,45.93,80.07
ACC,0.5,LLM-LogitNorm,74.74,62.49,50.23,81.80,81.38,64.99,90.93,80.99,80.62,69.00,88.57,40.80,72.21
ACC,0.5,LLM-Entropy,61.12,56.28,64.31,58.45,54.46,54.95,59.89,55.99,66.42,62.05,62.92,38.20,57.92
ACC,0.5,LLM-KLMatching,56.97,54.24,43.88,58.20,54.66,54.10,57.69,54.86,58.47,56.68,58.32,32.97,53.42
ACC,0.5,LLM-MaxLogit,96.13,86.04,68.83,84.94,83.10,86.79,91.48,84.55,79.53,75.71,88.07,44.62,80.82
ACC,0.75,DOC,79.47,51.25,42.55,71.84,70.99,75.56,81.40,73.55,28.10,67.67,61.33,36.85,61.71
ACC,0.75,DeepUNK,95.55,37.38,47.11,45.39,53.99,68.99,68.12,68.84,28.31,61.03,36.75,33.98,53.79
ACC,0.75,ADB,89.09,83.59,59.09,80.86,81.01,83.05,88.36,77.21,84.61,73.78,85.69,42.47,77.40
ACC,0.75,SCL,80.20,39.54,37.82,72.27,60.47,61.65,78.63,64.37,13.30,69.39,64.69,47.10,57.45
ACC,0.75,AB,58.40,32.54,46.48,43.06,63.50,63.72,72.28,66.94,49.52,58.60,60.26,37.50,54.40
ACC,0.75,KNNCon,94.86,79.70,59.82,81.65,79.67,81.31,88.26,78.00,83.78,79.42,77.89,49.07,77.79
ACC,0.75,DyEn,94.06,76.59,57.03,81.88,78.91,76.31,87.11,76.75,88.46,78.79,82.44,44.65,76.91
ACC,0.75,LLM-MaxSoftmax,85.28,72.29,65.99,77.27,75.95,75.30,79.59,74.55,77.12,75.29,79.52,46.23,73.70
ACC,0.75,LLM-OpenMax,96.16,79.55,62.62,77.31,71.37,86.31,85.24,77.13,68.21,69.49,65.80,57.14,74.69
ACC,0.75,LLM-TempScale,85.28,72.43,65.86,77.27,75.96,75.31,79.95,74.57,76.99,75.11,79.56,46.29,73.72
ACC,0.75,LLM-Energy,99.02,78.75,40.92,76.69,71.47,78.84,83.50,72.40,69.87,63.26,81.04,37.23,71.08
ACC,0.75,LLM-LogitNorm,92.83,79.44,64.23,84.57,79.84,82.41,90.64,79.21,84.00,76.37,86.25,29.13,77.41
ACC,0.75,LLM-Entropy,86.27,72.78,66.76,76.57,74.94,74.78,78.13,74.19,77.53,75.77,78.05,46.53,73.53
ACC,0.75,LLM-KLMatching,83.47,70.54,62.40,76.12,73.72,73.74,77.14,72.64,74.99,73.17,76.36,48.31,71.88
ACC,0.75,LLM-MaxLogit,98.53,80.48,46.57,78.86,74.89,80.64,86.26,75.64,74.08,65.92,85.30,41.23,74.03
