Metric,KCR,Method,20NG,THUCNews,Yahoo,TREC,BANK,S.O.,CLINC,HWU,ECDT,M-CID,DBPedia,X-Topic,Avg.
ACC,0.75,AB,58.14,32.34,45.98,43.48,63.04,63.46,72.38,67.48,48.74,56.98,56.94,37.78,53.90
ACC,0.75,KNNCon,94.40,77.41,58.60,81.70,80.14,80.94,87.67,77.32,81.68,78.46,78.94,47.01,77.02
ACC,0.75,DyEn,95.23,77.68,58.29,76.45,79.45,77.10,86.83,75.22,77.51,78.69,80.10,45.01,75.63
ACC,0.75,LLM-MaxSoftmax,83.13,72.64,64.07,77.51,75.27,77.52,80.62,75.06,74.65,69.85,79.91,46.75,73.08
ACC,0.75,LLM-OpenMax,91.25,80.07,60.39,72.86,57.92,85.31,73.06,67.42,54.99,53.35,48.61,49.42,66.22
ACC,0.75,LLM-TempScale,83.13,72.81,64.22,77.59,75.08,77.94,80.99,74.92,74.65,69.37,80.19,46.08,73.08
ACC,0.75,LLM-EnergyBased,90.32,77.30,38.77,72.29,70.23,79.10,79.35,70.99,58.57,49.85,77.50,35.18,66.62
ACC,0.75,LLM-LogitNorm,92.01,77.35,61.16,81.51,76.84,84.00,88.61,77.73,78.52,67.49,81.60,34.15,75.08
ACC,0.75,LLM-Entropy,83.75,73.26,64.05,76.29,73.84,77.61,79.40,74.53,75.30,71.24,79.40,46.23,72.91
ACC,0.75,LLM-KLMatching,81.43,71.01,60.99,76.29,73.22,73.31,78.51,72.87,72.65,68.70,76.72,44.99,70.89
ACC,0.75,LLM-MaxLogit,91.92,79.23,45.36,74.86,73.55,81.42,84.50,74.22,62.99,53.60,82.47,39.63,70.31
